DB_ID,TAZ,ModelTAZ,NAME,AreaType,EXT,centroidcount,District,District_Name
178,3702100002255       ,178,00002255    5       ,0,0,1,2,Downtown Ashevil    
179,3702100002256       ,179,00002256    6       ,0,0,1,19,Enka Candler        
180,3702100002257       ,180,00002257    7       ,0,0,1,19,Enka Candler        
181,3702100002258       ,181,00002258    8       ,0,0,1,2,Downtown Ashevil    
182,3702100002259       ,182,00002259    9       ,0,0,1,2,Downtown Ashevil    
183,3702100002260       ,183,00002260    0       ,0,0,1,2,Downtown Ashevil    
184,3702100002261       ,184,00002261    1       ,0,0,1,19,Enka Candler        
185,3702100002262       ,185,00002262    2       ,0,0,1,2,Downtown Ashevil    
186,3702100002263       ,186,00002263    3       ,0,0,1,2,Downtown Ashevil    
187,3702100002264       ,187,00002264    4       ,0,0,1,2,Downtown Ashevil    
188,3702100002265       ,188,00002265    5       ,0,0,1,2,Downtown Ashevil    
189,3702100002266       ,189,00002266    6       ,0,0,1,19,Enka Candler        
190,3702100002267       ,190,00002267    7       ,0,0,1,2,Downtown Ashevil    
191,3702100002268       ,191,00002268    8       ,0,0,1,2,Downtown Ashevil    
192,3702100002269       ,192,00002269    9       ,0,0,1,2,Downtown Ashevil    
193,3702100002270       ,193,00002270    0       ,0,0,1,21,Leicester           
194,3702100002271       ,194,00002271    1       ,0,0,1,2,Downtown Ashevil    
195,3702100002272       ,195,00002272    2       ,0,0,1,2,Downtown Ashevil    
196,3702100002273       ,196,00002273    3       ,0,0,1,2,Downtown Ashevil    
197,3702100002274       ,197,00002274    4       ,0,0,1,2,Downtown Ashevil    
198,3702100002275       ,198,00002275    5       ,0,0,1,2,Downtown Ashevil    
199,3702100002276       ,199,00002276    6       ,0,0,1,2,Downtown Ashevil    
200,3702100002277       ,200,00002277    7       ,0,0,1,2,Downtown Ashevil    
201,3702100002278       ,201,00002278    8       ,0,0,1,2,Downtown Ashevil    
202,3702100002301       ,202,00002301    1       ,0,0,1,8,Weaverville         
203,3702100002302       ,203,00002302    2       ,0,0,1,8,Weaverville         
204,3702100002303       ,204,00002303    3       ,0,0,1,8,Weaverville         
205,3702100002304       ,205,00002304    4       ,0,0,1,8,Weaverville         
206,3711500007004       ,206,00007004    4       ,0,0,1,13,Hot Springs         
207,3702100002306       ,207,00002306    6       ,0,0,1,8,Weaverville         
208,3702100002307       ,208,00002307    7       ,0,0,1,8,Weaverville         
209,3702100002308       ,209,00002308    8       ,0,0,1,8,Weaverville         
