"69",47582,47403,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.06,0.07,69,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"70",47403,74502,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.29,0.34,70,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"71",74502,45113,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.6,0.7,71,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"72",45113,44821,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.13,0.15,72,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"73",44821,44623,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.1,0.12,73,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"74",44623,44419,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.09,0.11,74,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"75",44419,44117,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.13,0.16,75,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"76",44117,74470,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.14,0.14,76,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"77",74470,74466,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.03,0.03,77,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"78",74466,43572,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.02,0.02,78,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"79",43572,91212,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.17,0.17,79,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"80",91212,42638,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.14,0.15,80,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"81",42638,42467,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.06,0.06,81,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"82",42467,74390,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.03,0.04,82,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"83",74390,41122,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.86,1.21,83,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"84",41122,34564,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",1.87,2.64,84,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"85",34564,32708,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.74,1.04,85,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"86",32708,32609,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.03,0.05,86,30,0,0,0.19,0,0,0,0,0,0,0,0,0
"87",32609,32280,22,2,"WS-91 EB","WS-91 Argyle-Flagler Center Commuter",0.13,0.19,87,30,0,0,0.19,0,0,0,0,0,0,0,0,0
